Name,Device Type,Device MAC,Associated To Mac,Associated To Hostname,IPv4 Address,IPv6 Address,User Name,Wlan,Channel,RF-Domain,Vlan,OS,Authentication,Encryption,BSSID
00-16-EB-6C-9C-74,Intel Corp,00-16-EB-6C-9C-74,84-24-8D-1A-FB-50,AP2150-1AFB50,10.4.73.217,fe80::fce:879d:4a5d:4e99,00-16-EB-6C-9C-74,M-Service2,44,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3F-61-82
IL157RDP03,Intel Corp,00-16-EB-AB-7A-07,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.109,fe80::cb43:90e8:121e:ac6a,00-16-EB-AB-7A-07,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
(null),00-18-60,00-18-60-82-3A-B9,84-24-8D-19-63-74,AP3325-196374,0.0.0.0,N/A,,M-Guest,11,EMEAZNO07,164,Unknown,psk,ccmp,84-24-8D-32-C7-F1
IL02CCSIM5B,00-19-70,00-19-70-A8-C4-04,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.144,N/A,00-19-70-A8-C4-04,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
ZONE07_LG0044,00-19-70,00-19-70-A8-DE-0E,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.119,N/A,00-19-70-A8-DE-0E,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE01_MD0181,00-19-70,00-19-70-A8-DE-89,84-24-8D-1A-FF-DC,AP2166-1AFFDC,10.4.73.8,N/A,00-19-70-A8-DE-89,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-A3-42
IL02CCSIM2B,00-19-70,00-19-70-B1-00-34,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.153,N/A,00-19-70-B1-00-34,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
DEMO,00-19-70,00-19-70-B1-00-37,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.24,N/A,00-19-70-B1-00-37,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
ZONE07_MD0020,00-19-70,00-19-70-B1-00-39,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.118,N/A,00-19-70-B1-00-39,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
IL02CCSIM2A,00-19-70,00-19-70-B1-00-3C,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.177,N/A,00-19-70-B1-00-3C,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
ZONE06_LG0009,00-19-70,00-19-70-B1-00-4F,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.68,N/A,00-19-70-B1-00-4F,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
IL02CCSIM3A,00-19-70,00-19-70-B1-00-56,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.59,N/A,00-19-70-B1-00-56,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
IL02CCSIM4B,00-19-70,00-19-70-B1-00-57,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.226,N/A,00-19-70-B1-00-57,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
IL02CCSIM4A,00-19-70,00-19-70-B1-00-58,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.30,N/A,00-19-70-B1-00-58,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
IL02CCSIM1B,00-19-70,00-19-70-B1-00-72,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.81,N/A,00-19-70-B1-00-72,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
IL02CCSIM5A,00-19-70,00-19-70-B1-00-74,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.58,N/A,00-19-70-B1-00-74,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
IL02CCSI-BAY3FRQ,00-19-70,00-19-70-B1-00-77,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.149,N/A,00-19-70-B1-00-77,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE02_SM0013,00-19-70,00-19-70-B1-00-9A,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.237,N/A,00-19-70-B1-00-9A,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE01_LG0040,00-19-70,00-19-70-B1-00-C2,84-24-8D-1A-FF-DC,AP2166-1AFFDC,10.4.73.7,N/A,00-19-70-B1-00-C2,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-A3-42
ZONE06_MD0018,00-19-70,00-19-70-B1-00-C3,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.70,N/A,00-19-70-B1-00-C3,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
IL02CCSIM3B,00-19-70,00-19-70-B1-00-C4,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.61,N/A,00-19-70-B1-00-C4,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
IL02CCSIM1A,00-19-70,00-19-70-B1-00-C5,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.82,N/A,00-19-70-B1-00-C5,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE08_MD0018,00-19-70,00-19-70-B1-4A-6C,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.5,N/A,00-19-70-B1-4A-6C,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
PACK07_0004,00-19-70,00-19-70-B1-54-F5,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.93,N/A,00-19-70-B1-54-F5,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE08_LG0035,00-19-70,00-19-70-B1-54-FB,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.188,N/A,00-19-70-B1-54-FB,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
ZONE05_SM0059,00-19-70,00-19-70-B1-55-17,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.72,N/A,00-19-70-B1-55-17,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
ZONE04_MD0866,00-19-70,00-19-70-B1-B9-37,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.43,N/A,00-19-70-B1-B9-37,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
PACK02_0863,00-19-70,00-19-70-B1-B9-40,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.104,N/A,00-19-70-B1-B9-40,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE04_LG0858,00-19-70,00-19-70-B1-B9-43,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.233,N/A,00-19-70-B1-B9-43,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
ZONE09_MD0859,00-19-70,00-19-70-B1-B9-5C,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.162,N/A,00-19-70-B1-B9-5C,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE03_LG0869,00-19-70,00-19-70-B1-B9-AB,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.41,N/A,00-19-70-B1-B9-AB,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE10_SM0860,00-19-70,00-19-70-B1-B9-B3,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.19,N/A,00-19-70-B1-B9-B3,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE09_LG0872,00-19-70,00-19-70-B1-B9-B6,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.11,N/A,00-19-70-B1-B9-B6,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE03_MD0871,00-19-70,00-19-70-B1-B9-C2,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.181,N/A,00-19-70-B1-B9-C2,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
PACK09_0868,00-19-70,00-19-70-B1-B9-D4,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.210,N/A,00-19-70-B1-B9-D4,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE13_SM0874,00-19-70,00-19-70-B1-B9-D7,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.157,N/A,00-19-70-B1-B9-D7,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
ZONE02_LG0876,00-19-70,00-19-70-B1-B9-D9,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.14,N/A,00-19-70-B1-B9-D9,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE02_MD0877,00-19-70,00-19-70-B1-B9-DA,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.13,N/A,00-19-70-B1-B9-DA,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
IL02CCSIM6B,00-19-70,00-19-70-B1-E6-96,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.130,N/A,00-19-70-B1-E6-96,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE05_MD0769,00-19-70,00-19-70-B1-E6-C8,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.71,N/A,00-19-70-B1-E6-C8,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
00-19-70-B1-E7-00,00-19-70,00-19-70-B1-E7-00,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.46,N/A,00-19-70-B1-E7-00,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
PACK08_0413,00-19-70,00-19-70-B1-E7-6C,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.6,N/A,00-19-70-B1-E7-6C,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
00-19-70-B1-E7-73,00-19-70,00-19-70-B1-E7-73,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.206,N/A,00-19-70-B1-E7-73,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE10_MD0803,00-19-70,00-19-70-B1-E7-85,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.227,N/A,00-19-70-B1-E7-85,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
PACK11_0458,00-19-70,00-19-70-B7-0B-2E,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.17,N/A,00-19-70-B7-0B-2E,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
PACK13_0468,00-19-70,00-19-70-B7-0B-51,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.97,N/A,00-19-70-B7-0B-51,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
PACK12_0451,00-19-70,00-19-70-B7-0B-B5,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.65,N/A,00-19-70-B7-0B-B5,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ADAPTERLABEL,00-19-70,00-19-70-B7-29-CD,84-24-8D-1A-F6-74,AP2104-1AF674,10.4.73.120,N/A,00-19-70-B7-29-CD,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-E8-22
00-19-70-B7-29-E9,00-19-70,00-19-70-B7-29-E9,84-24-8D-1A-FF-DC,AP2166-1AFFDC,10.4.73.154,N/A,00-19-70-B7-29-E9,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-A3-42
AdapterOrder,00-19-70,00-19-70-B7-2A-63,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.52,N/A,00-19-70-B7-2A-63,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
ZONE03_SM0566,00-19-70,00-19-70-B7-51-2B,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.42,N/A,00-19-70-B7-51-2B,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE09_SM0551,00-19-70,00-19-70-B7-51-32,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.10,N/A,00-19-70-B7-51-32,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE10_LG0554,00-19-70,00-19-70-B7-51-5B,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.108,N/A,00-19-70-B7-51-5B,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE11_SM0570,00-19-70,00-19-70-B7-51-64,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.83,N/A,00-19-70-B7-51-64,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE06_SM0561,00-19-70,00-19-70-B7-51-88,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.47,N/A,00-19-70-B7-51-88,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
PACK05_0560,00-19-70,00-19-70-B7-51-8B,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.45,N/A,00-19-70-B7-51-8B,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
ZONE11_MD0558,00-19-70,00-19-70-B7-51-AE,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.152,N/A,00-19-70-B7-51-AE,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE11_LG0556,00-19-70,00-19-70-B7-51-B4,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.190,N/A,00-19-70-B7-51-B4,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
ZONE07_SM0565,00-19-70,00-19-70-B7-51-BD,84-24-8D-1B-20-88,AP2128-1B2088,10.4.73.146,N/A,00-19-70-B7-51-BD,M-Service2,6,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-AB-22
CablePick,00-19-70,00-19-70-B7-51-BE,84-24-8D-1A-F6-74,AP2104-1AF674,10.4.73.229,N/A,00-19-70-B7-51-BE,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-E8-22
00-19-70-B7-51-D6,00-19-70,00-19-70-B7-51-D6,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.9,N/A,00-19-70-B7-51-D6,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
ZONE04_SM0994,00-19-70,00-19-70-B7-9D-6A,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.94,N/A,00-19-70-B7-9D-6A,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
ZONE12_MD7498,00-19-70,00-19-70-C2-CF-68,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.37,N/A,00-19-70-C2-CF-68,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
CableWhite1499,00-19-70,00-19-70-C2-CF-96,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.4,N/A,00-19-70-C2-CF-96,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE15_LG1495,00-19-70,00-19-70-C2-CF-A2,84-24-8D-1A-F6-74,AP2104-1AF674,10.4.73.218,N/A,00-19-70-C2-CF-A2,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-E8-22
ZONE12_SM1478,00-19-70,00-19-70-C2-CF-B0,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.147,N/A,00-19-70-C2-CF-B0,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE08_SM1504,00-19-70,00-19-70-C2-CF-C5,84-24-8D-1A-FF-40,AP2149-1AFF40,10.4.73.179,N/A,00-19-70-C2-CF-C5,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-D9-72
PACK15_1491,00-19-70,00-19-70-C2-CF-C6,84-24-8D-1A-F6-74,AP2104-1AF674,10.4.73.102,N/A,00-19-70-C2-CF-C6,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-E8-22
ZONE15_SM1492,00-19-70,00-19-70-C2-CF-CD,84-24-8D-1A-F6-74,AP2104-1AF674,10.4.73.138,N/A,00-19-70-C2-CF-CD,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-E8-22
ZONE12_LG1462,00-19-70,00-19-70-C2-CF-DD,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.73.139,N/A,00-19-70-C2-CF-DD,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-C1-42
ZONE15_MD1463,00-19-70,00-19-70-C2-D0-70,84-24-8D-1A-F6-74,AP2104-1AF674,10.4.73.221,N/A,00-19-70-C2-D0-70,M-Service2,1,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-E8-22
PACK16_1457,00-19-70,00-19-70-C2-D9-1B,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.224,N/A,00-19-70-C2-D9-1B,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
00-19-70-C2-EF-5F,00-19-70,00-19-70-C2-EF-5F,84-24-8D-1B-34-64,AP2101-1B3464,10.4.73.86,N/A,00-19-70-C2-EF-5F,M-Service2,11,AMERIL157,987,Unknown,psk,ccmp,84-24-8D-3E-B0-82
(null),VIZIO Inc,00-19-9D-5F-C2-A1,84-24-8D-1B-25-B8,AP1425-1B25B8,0.0.0.0,N/A,,M-Guest,1,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-3E-E6-A1
(null),VIZIO Inc,00-19-9D-77-02-49,84-24-8D-1B-26-70,AP1355-1B2670,0.0.0.0,N/A,,M-Guest,6,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-3E-CB-61
(null),VIZIO Inc,00-19-9D-77-20-D6,84-24-8D-1B-24-D0,AP1364-1B24D0,0.0.0.0,N/A,,M-Guest,11,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-3E-CB-C1
AW005768-Eng,Intel Corp,00-19-D2-95-5F-79,B8-50-01-17-68-05,AP3814-176805,150.130.97.162,fe80::f89c:d315:b0a7:5937,,M-Guest,44,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-BC-41
nwhf73-02,Intel Corp,00-19-D2-E6-16-E4,84-24-8D-84-1C-78,AP3505-841C78,10.171.58.159,fe80::718e:9e61:4b77:480f,host/nwhf73-02.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-9D-FE-F0
LAB2893,Gemtek Tech,00-1A-73-C0-7C-EF,84-24-8D-1B-85-D4,AP3027-1B85D4,150.130.86.78,fe80::6dd4:5a47:c77c:3911,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-4D-A1
(null),Gemtek Tech,00-1A-73-FF-C9-20,84-24-8D-1A-1F-CC,AP4573-1A1FCC-ZAS50,0.0.0.0,N/A,,M-Guest,1,ASIAZAS50,164,Unknown,psk,ccmp,84-24-8D-38-BA-11
IL02-MFG1389,00-1A-EF,00-1A-EF-47-B6-89,84-24-8D-1A-F7-E4,AP2198-1AF7E4,10.4.70.178,fe80::388d:5f92:1967:c7b3,host/IL02-MFG1389.ds.mot.com,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-1C-40
(null),00-1A-EF,00-1A-EF-52-EF-41,84-24-8D-1A-FE-F8,AP2361-1AFEF8,0.0.0.0,N/A,,M-Guest,1,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-39-0E-E1
(null),00-1A-EF,00-1A-EF-52-F1-89,84-24-8D-1B-1F-68,AP2375-1B1F68,0.0.0.0,N/A,,M-Guest,11,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-37-D6-11
(null),00-1A-EF,00-1A-EF-52-F1-8F,84-24-8D-1B-1F-68,AP2375-1B1F68,0.0.0.0,N/A,,M-Guest,11,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-37-D6-11
PMCCALL-Z420,00-1A-EF,00-1A-EF-58-2A-C0,84-24-8D-1A-07-90,AP2121-1A0790,10.4.66.164,fe80::cf6:9ba9:501e:d12,host/PMCCALL-Z420.ds.mot.com,LAB-Wireless,149,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-38-25-50
IL02-MFG7280,00-1A-EF,00-1A-EF-59-87-C3,84-24-8D-1A-FF-DC,AP2166-1AFFDC,10.4.64.208,fe80::f87f:1635:2c95:b3b0,host/IL02-MFG7280.ds.mot.com,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-A3-40
IL02-MFG7281,00-1A-EF,00-1A-EF-59-8D-67,84-24-8D-1A-FA-90,AP2192-1AFA90,10.4.67.140,fe80::c129:c3d9:2a60:17af,host/IL02-MFG7281.ds.mot.com,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-29-00
(null),00-1A-EF,00-1A-EF-59-94-9D,84-24-8D-1B-00-28,AP2182-1B0090,0.0.0.0,N/A,,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-E4-60
IL02-MFG7206,00-1A-EF,00-1A-EF-59-94-A9,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.64.6,fe80::8573:dcdb:db2:3bac,host/IL02-MFG7206.ds.mot.com,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-C1-40
IL157-MFG1669,00-1A-EF,00-1A-EF-59-94-AD,84-24-8D-1B-1F-9C,AP2205-1B1F9C,10.4.64.28,N/A,subft@ds.mot.com,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-23-70
(null),00-1A-EF,00-1A-EF-59-94-E0,84-24-8D-1A-F4-EC,AP2190-1AF4EC,0.0.0.0,N/A,,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-2C-B0
IL02-MFG7213,00-1A-EF,00-1A-EF-59-94-E1,84-24-8D-1A-FA-90,AP2192-1AFA90,10.4.66.65,fe80::2512:a424:dad4:145d,host/IL02-MFG7213.ds.mot.com,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-29-00
IL02-MFG7205,00-1A-EF,00-1A-EF-59-94-FE,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.69.120,fe80::74b5:cbfa:f8fb:7734,host/IL02-MFG7205.ds.mot.com,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-C1-40
IL157-MFG1626,00-1A-EF,00-1A-EF-59-95-00,84-24-8D-1A-FE-48,AP2185-1AFE48,10.4.64.110,fe80::69a6:5094:dcd5:225a,host/IL157-MFG1626.ds.mot.com,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-E9-70
IL157-MFG1612,00-1A-EF,00-1A-EF-59-95-02,84-24-8D-1A-FE-24,AP2155-1AFE24,10.4.68.162,fe80::5cd6:1696:2c35:7834,host/IL157-MFG1612.ds.mot.com,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-AA-60
IL157-MFG1659,00-1A-EF,00-1A-EF-59-95-04,84-24-8D-1B-00-AC,AP2146-1B00AC,10.4.64.10,fe80::49d3:c289:6dc7:bb30,host/IL157-MFG1659.ds.mot.com,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-C1-40
00-1A-EF-59-95-12,00-1A-EF,00-1A-EF-59-95-12,84-24-8D-1A-FF-DC,AP2166-1AFFDC,10.4.64.3,N/A,host/IL02-MFG7203.ds.mot.com,LAB-Wireless,1,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-A3-40
00-1A-EF-59-95-14,00-1A-EF,00-1A-EF-59-95-14,84-24-8D-1A-FA-90,AP2192-1AFA90,10.4.64.14,fe80::9080:d85c:ed74:d842,CSC014@motorolasolutions.com,LAB-Wireless,11,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-29-00
IL157-MFG1669,00-1A-EF,00-1A-EF-59-9A-C8,84-24-8D-1B-00-28,AP2180-1B0028,10.4.69.119,N/A,RXNP84@motorolasolutions.com,LAB-Wireless,6,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3E-D8-70
(null),Intel Corp,00-1C-BF-14-82-17,84-24-8D-1A-22-9C,AP4614-1A229C,0.0.0.0,N/A,,M-Guest,6,ASIAZJA95,164,Unknown,psk,ccmp,84-24-8D-38-B9-71
user-9042430c68,Intel Corp,00-1D-E0-0D-B6-3F,84-24-8D-1B-7F-80,AP4168-1B7F80,150.130.66.48,N/A,,M-Guest,36,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-84-01
mazeluoJi,Intel Corp,00-1D-E0-45-41-2F,84-24-8D-1B-86-B8,AP3057-1B86B8,150.130.80.215,fe80::a008:c0c0:46df:51a,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-C2-91
(null),Intel Corp,00-1D-E0-50-1A-6D,B8-50-01-17-62-92,AP3809-1762C4,0.0.0.0,N/A,,M-Guest,36,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-87-91
IL02-MFG1249,Linksys Inc,00-1E-E5-E4-2F-37,84-24-8D-1B-1F-9C,AP2205-1B1F9C,10.4.68.74,fe80::585a:9369:fc59:8f05,host/IL02-MFG1249.ds.mot.com,LAB-Wireless,132,AMERIL157,986,Unknown,eap,ccmp,84-24-8D-3F-5D-00
(null),Intel Corp,00-1F-3B-32-AE-D9,84-24-8D-1B-7F-60,AP4147-1B7EF8,0.0.0.0,N/A,,M-Guest,6,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-D2-B1
(null),00-1F-96,00-1F-96-38-76-FC,84-24-8D-89-E7-58,AP4661-89E758,0.0.0.0,N/A,,M-Guest,1,ASIAZSG43,164,Unknown,psk,ccmp,84-24-8D-CC-8D-A1
moto1235,Gemtek Tech,00-21-00-31-C4-BC,84-24-8D-1B-87-28,AP3104-1B8728,150.130.98.205,N/A,,M-Guest,11,EMEAZWG39,164,Unknown,psk,ccmp,84-24-8D-40-D3-E1
(null),Gemtek Tech,00-21-00-31-F0-D8,84-24-8D-1B-81-00,AP4499-1B8100,0.0.0.0,N/A,,M-Guest,11,ASIAZCH176,164,Unknown,psk,ccmp,84-24-8D-3F-B4-41
